name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BM_fast_crc8/2048",101800,6966.03,6964.88,ns,,,,,
"BM_fast_crc8/2048",101800,6938.71,6938.49,ns,,,,,
"BM_fast_crc8/2048",101800,7035.99,7035.8,ns,,,,,
"BM_fast_crc8/2048",101800,6922.32,6921.99,ns,,,,,
"BM_fast_crc8/2048",101800,6900.36,6900.06,ns,,,,,
"BM_fast_crc8/2048",101800,6916.34,6916.24,ns,,,,,
"BM_fast_crc8/2048",101800,7044.49,7044.23,ns,,,,,
"BM_fast_crc8/2048",101800,6945.52,6945.31,ns,,,,,
"BM_fast_crc8/2048_mean",101800,6962.96,6962.56,ns,,,,,
"BM_fast_crc8/2048_median",101800,6942.11,6941.9,ns,,,,,
"BM_fast_crc8/2048_stddev",101800,57.1609,57.0307,ns,,,,,
"BM_fast_crc8/4096",49845,13887.2,13886.6,ns,,,,,
"BM_fast_crc8/4096",49845,14138.1,14135.8,ns,,,,,
"BM_fast_crc8/4096",49845,13924.7,13924,ns,,,,,
"BM_fast_crc8/4096",49845,13833.1,13832.6,ns,,,,,
"BM_fast_crc8/4096",49845,14095.9,14095.7,ns,,,,,
"BM_fast_crc8/4096",49845,13944.8,13944.4,ns,,,,,
"BM_fast_crc8/4096",49845,13864.1,13863.6,ns,,,,,
"BM_fast_crc8/4096",49845,13834.5,13834.2,ns,,,,,
"BM_fast_crc8/4096",49845,13875.4,13874.8,ns,,,,,
"BM_fast_crc8/4096",49845,13889.6,13889.1,ns,,,,,
"BM_fast_crc8/4096_mean",49845,13928.7,13928.1,ns,,,,,
"BM_fast_crc8/4096_median",49845,13888.4,13887.8,ns,,,,,
"BM_fast_crc8/4096_stddev",49845,105.589,105.259,ns,,,,,
"BM_fast_crc8/8192",25450,27831.4,27830.5,ns,,,,,
"BM_fast_crc8/8192",25450,28022.4,28018.6,ns,,,,,
"BM_fast_crc8/8192",25450,28199.3,28198.7,ns,,,,,
"BM_fast_crc8/8192",25450,27743.8,27742.9,ns,,,,,
"BM_fast_crc8/8192",25450,27896.3,27895.3,ns,,,,,
"BM_fast_crc8/8192",25450,27907.3,27906.9,ns,,,,,
"BM_fast_crc8/8192",25450,27782.4,27781.6,ns,,,,,
"BM_fast_crc8/8192",25450,27739.6,27738.4,ns,,,,,
"BM_fast_crc8/8192",25450,27862.8,27861.5,ns,,,,,
"BM_fast_crc8/8192",25450,27852.8,27851,ns,,,,,
"BM_fast_crc8/8192_mean",25450,27883.8,27882.5,ns,,,,,
"BM_fast_crc8/8192_median",25450,27857.8,27856.2,ns,,,,,
"BM_fast_crc8/8192_stddev",25450,139.184,138.971,ns,,,,,
"BM_fast_crc8/16384",12693,55882.7,55880.4,ns,,,,,
"BM_fast_crc8/16384",12693,56310.8,56162.3,ns,,,,,
"BM_fast_crc8/16384",12693,56228.8,55882.3,ns,,,,,
"BM_fast_crc8/16384",12693,58272,56193.7,ns,,,,,
"BM_fast_crc8/16384",12693,56292.8,56107.6,ns,,,,,
"BM_fast_crc8/16384",12693,56346.5,56267.1,ns,,,,,
"BM_fast_crc8/16384",12693,55813.9,55769.2,ns,,,,,
"BM_fast_crc8/16384",12693,55978.9,55886.9,ns,,,,,
"BM_fast_crc8/16384",12693,58078,56261.1,ns,,,,,
"BM_fast_crc8/16384",12693,57045,56066.1,ns,,,,,
"BM_fast_crc8/16384_mean",12693,56624.9,56047.7,ns,,,,,
"BM_fast_crc8/16384_median",12693,56301.8,56086.8,ns,,,,,
"BM_fast_crc8/16384_stddev",12693,886.332,179.759,ns,,,,,
"BM_fast_crc8/32768",6226,111914,111755,ns,,,,,
"BM_fast_crc8/32768",6226,112944,112878,ns,,,,,
"BM_fast_crc8/32768",6226,112215,112164,ns,,,,,
"BM_fast_crc8/32768",6226,111922,111872,ns,,,,,
"BM_fast_crc8/32768",6226,112019,111973,ns,,,,,
"BM_fast_crc8/32768",6226,113102,113024,ns,,,,,
"BM_fast_crc8/32768",6226,112113,112068,ns,,,,,
"BM_fast_crc8/32768",6226,111511,111463,ns,,,,,
"BM_fast_crc8/32768",6226,112719,112668,ns,,,,,
"BM_fast_crc8/32768",6226,111870,111823,ns,,,,,
"BM_fast_crc8/32768_mean",6226,112233,112169,ns,,,,,
"BM_fast_crc8/32768_median",6226,112066,112021,ns,,,,,
"BM_fast_crc8/32768_stddev",6226,517.305,517.357,ns,,,,,
"BM_fast_crc8/65536",3124,222503,222408,ns,,,,,
"BM_fast_crc8/65536",3124,225133,224992,ns,,,,,
"BM_fast_crc8/65536",3124,223030,222932,ns,,,,,
"BM_fast_crc8/65536",3124,222301,222205,ns,,,,,
"BM_fast_crc8/65536",3124,226104,226003,ns,,,,,
"BM_fast_crc8/65536",3124,222731,222630,ns,,,,,
"BM_fast_crc8/65536",3124,223229,223131,ns,,,,,
"BM_fast_crc8/65536",3124,221712,221620,ns,,,,,
"BM_fast_crc8/65536",3124,223032,222932,ns,,,,,
"BM_fast_crc8/65536",3124,221649,221557,ns,,,,,
"BM_fast_crc8/65536_mean",3124,223143,223041,ns,,,,,
"BM_fast_crc8/65536_median",3124,222881,222781,ns,,,,,
"BM_fast_crc8/65536_stddev",3124,1427.04,1418.27,ns,,,,,
"BM_fast_crc8/131072",1537,450236,449974,ns,,,,,
"BM_fast_crc8/131072",1537,449408,449138,ns,,,,,
"BM_fast_crc8/131072",1537,445566,445373,ns,,,,,
"BM_fast_crc8/131072",1537,445986,445778,ns,,,,,
"BM_fast_crc8/131072",1537,445221,445035,ns,,,,,
"BM_fast_crc8/131072",1537,443245,443050,ns,,,,,
"BM_fast_crc8/131072",1537,443829,443652,ns,,,,,
"BM_fast_crc8/131072",1537,443098,442916,ns,,,,,
"BM_fast_crc8/131072",1537,452855,452638,ns,,,,,
"BM_fast_crc8/131072",1537,443107,442923,ns,,,,,
"BM_fast_crc8/131072_mean",1537,446255,446048,ns,,,,,
"BM_fast_crc8/131072_median",1537,445393,445204,ns,,,,,
"BM_fast_crc8/131072_stddev",1537,3428.26,3403.32,ns,,,,,
"BM_fast_crc8/262144",782,898289,897851,ns,,,,,
"BM_fast_crc8/262144",782,908816,908279,ns,,,,,
"BM_fast_crc8/262144",782,897418,897013,ns,,,,,
"BM_fast_crc8/262144",782,895074,894684,ns,,,,,
"BM_fast_crc8/262144",782,893202,892794,ns,,,,,
"BM_fast_crc8/262144",782,897827,897442,ns,,,,,
"BM_fast_crc8/262144",782,899965,899576,ns,,,,,
"BM_fast_crc8/262144",782,897350,896959,ns,,,,,
"BM_fast_crc8/262144",782,889991,889601,ns,,,,,
"BM_fast_crc8/262144",782,900492,900101,ns,,,,,
"BM_fast_crc8/262144_mean",782,897842,897430,ns,,,,,
"BM_fast_crc8/262144_median",782,897622,897227,ns,,,,,
"BM_fast_crc8/262144_stddev",782,4982.15,4947.89,ns,,,,,
"BM_fast_crc8_BigO",,3.42031,3.41864,N,,,,,
"BM_fast_crc8_RMS",,0.014616,0.0143672,,,,,,
