-------------------------------------------------------------------
Benchmark                            Time           CPU Iterations
-------------------------------------------------------------------
BM_slow_crc32/32768            1147958 ns    1147316 ns        612
BM_slow_crc32/32768            1165589 ns    1164847 ns        612
BM_slow_crc32/32768            1143035 ns    1142461 ns        612
BM_slow_crc32/32768_mean       1153250 ns    1152606 ns        612
BM_slow_crc32/32768_median     1147593 ns    1146983 ns        612
BM_slow_crc32/32768_stddev       18210 ns      18174 ns        612
BM_slow_crc32/65536            2297007 ns    2295778 ns        303
BM_slow_crc32/65536            2371720 ns    2370293 ns        303
BM_slow_crc32/65536            2306487 ns    2305464 ns        303
BM_slow_crc32/65536            2332866 ns    2331503 ns        303
BM_slow_crc32/65536            2332775 ns    2331212 ns        303
BM_slow_crc32/65536            2315355 ns    2314029 ns        303
BM_slow_crc32/65536            2372570 ns    2371055 ns        303
BM_slow_crc32/65536            2340111 ns    2338391 ns        303
BM_slow_crc32/65536            2322409 ns    2321300 ns        303
BM_slow_crc32/65536            2303140 ns    2301996 ns        303
BM_slow_crc32/65536_mean       2329444 ns    2328102 ns        303
BM_slow_crc32/65536_median     2327592 ns    2326256 ns        303
BM_slow_crc32/65536_stddev       26463 ns      26321 ns        303
BM_slow_crc32/131072           4735760 ns    4732609 ns        152
BM_slow_crc32/131072           4651487 ns    4649382 ns        152
BM_slow_crc32/131072           4623344 ns    4621179 ns        152
BM_slow_crc32/131072           4620709 ns    4618284 ns        152
BM_slow_crc32/131072           4661367 ns    4658291 ns        152
BM_slow_crc32/131072           4590556 ns    4588227 ns        152
BM_slow_crc32/131072           4611316 ns    4609076 ns        152
BM_slow_crc32/131072           4601564 ns    4599343 ns        152
BM_slow_crc32/131072           4618168 ns    4615726 ns        152
BM_slow_crc32/131072           4672687 ns    4669793 ns        152
BM_slow_crc32/131072_mean      4638696 ns    4636191 ns        152
BM_slow_crc32/131072_median    4622027 ns    4619732 ns        152
BM_slow_crc32/131072_stddev      43051 ns      42748 ns        152
BM_slow_crc32/262144           9477454 ns    9470775 ns         74
BM_slow_crc32/262144           9714513 ns    9692527 ns         74
BM_slow_crc32/262144           9647802 ns    9643245 ns         74
BM_slow_crc32/262144           9447870 ns    9447534 ns         74
BM_slow_crc32/262144           9437794 ns    9437612 ns         74
BM_slow_crc32/262144           9512517 ns    9512346 ns         74
BM_slow_crc32/262144           9351183 ns    9350925 ns         74
BM_slow_crc32/262144           9398589 ns    9398428 ns         74
BM_slow_crc32/262144           9526053 ns    9524145 ns         74
BM_slow_crc32/262144           9507400 ns    9506480 ns         74
BM_slow_crc32/262144_mean      9502118 ns    9498402 ns         74
BM_slow_crc32/262144_median    9492427 ns    9488628 ns         74
BM_slow_crc32/262144_stddev     109662 ns     104550 ns         74
BM_slow_crc32_BigO               36.03 N      36.02 N 
BM_slow_crc32_RMS                    4 %          4 % 
BM_slow_crc8/8                      88 ns         88 ns    7895328
BM_slow_crc8/8                      91 ns         91 ns    7895328
BM_slow_crc8/8                      89 ns         89 ns    7895328
BM_slow_crc8/8                      89 ns         89 ns    7895328
BM_slow_crc8/8                      88 ns         88 ns    7895328
BM_slow_crc8/8                      90 ns         90 ns    7895328
BM_slow_crc8/8                      89 ns         89 ns    7895328
BM_slow_crc8/8                      88 ns         88 ns    7895328
BM_slow_crc8/8                      85 ns         85 ns    7895328
BM_slow_crc8/8                      92 ns         92 ns    7895328
BM_slow_crc8/8_mean                 89 ns         89 ns    7895328
BM_slow_crc8/8_median               89 ns         89 ns    7895328
BM_slow_crc8/8_stddev                2 ns          2 ns    7895328
BM_slow_crc8/16                    174 ns        174 ns    3954088
BM_slow_crc8/16                    176 ns        176 ns    3954088
BM_slow_crc8/16                    178 ns        178 ns    3954088
BM_slow_crc8/16                    176 ns        176 ns    3954088
BM_slow_crc8/16                    176 ns        176 ns    3954088
BM_slow_crc8/16                    177 ns        177 ns    3954088
BM_slow_crc8/16                    177 ns        177 ns    3954088
BM_slow_crc8/16                    183 ns        183 ns    3954088
BM_slow_crc8/16                    178 ns        178 ns    3954088
BM_slow_crc8/16                    178 ns        178 ns    3954088
BM_slow_crc8/16_mean               177 ns        177 ns    3954088
BM_slow_crc8/16_median             177 ns        177 ns    3954088
BM_slow_crc8/16_stddev               2 ns          2 ns    3954088
BM_slow_crc8/32                    365 ns        365 ns    1977894
BM_slow_crc8/32                    358 ns        358 ns    1977894
BM_slow_crc8/32                    358 ns        358 ns    1977894
BM_slow_crc8/32                    355 ns        355 ns    1977894
BM_slow_crc8/32                    354 ns        354 ns    1977894
BM_slow_crc8/32                    357 ns        357 ns    1977894
BM_slow_crc8/32                    355 ns        355 ns    1977894
BM_slow_crc8/32                    351 ns        351 ns    1977894
BM_slow_crc8/32                    355 ns        355 ns    1977894
BM_slow_crc8/32                    359 ns        358 ns    1977894
BM_slow_crc8/32_mean               357 ns        357 ns    1977894
BM_slow_crc8/32_median             356 ns        356 ns    1977894
BM_slow_crc8/32_stddev               4 ns          4 ns    1977894
BM_slow_crc8/64                    712 ns        712 ns     978243
BM_slow_crc8/64                    724 ns        724 ns     978243
BM_slow_crc8/64                    713 ns        713 ns     978243
BM_slow_crc8/64                    714 ns        714 ns     978243
BM_slow_crc8/64                    731 ns        731 ns     978243
BM_slow_crc8/64                    717 ns        717 ns     978243
BM_slow_crc8/64                    714 ns        714 ns     978243
BM_slow_crc8/64                    711 ns        711 ns     978243
BM_slow_crc8/64                    712 ns        712 ns     978243
BM_slow_crc8/64                    700 ns        700 ns     978243
BM_slow_crc8/64_mean               715 ns        715 ns     978243
BM_slow_crc8/64_median             713 ns        713 ns     978243
BM_slow_crc8/64_stddev               8 ns          8 ns     978243
BM_slow_crc8/128                  1406 ns       1406 ns     491843
BM_slow_crc8/128                  1420 ns       1420 ns     491843
BM_slow_crc8/128                  1433 ns       1433 ns     491843
BM_slow_crc8/128                  1417 ns       1417 ns     491843
BM_slow_crc8/128                  1397 ns       1397 ns     491843
BM_slow_crc8/128                  1406 ns       1406 ns     491843
BM_slow_crc8/128                  1407 ns       1407 ns     491843
BM_slow_crc8/128                  1426 ns       1426 ns     491843
BM_slow_crc8/128                  1412 ns       1412 ns     491843
BM_slow_crc8/128                  1429 ns       1429 ns     491843
BM_slow_crc8/128_mean             1415 ns       1415 ns     491843
BM_slow_crc8/128_median           1414 ns       1414 ns     491843
BM_slow_crc8/128_stddev             12 ns         12 ns     491843
BM_slow_crc8/256                  2857 ns       2856 ns     243018
BM_slow_crc8/256                  2875 ns       2875 ns     243018
BM_slow_crc8/256                  2821 ns       2821 ns     243018
BM_slow_crc8/256                  2820 ns       2820 ns     243018
BM_slow_crc8/256                  2827 ns       2827 ns     243018
BM_slow_crc8/256                  2828 ns       2828 ns     243018
BM_slow_crc8/256                  2822 ns       2822 ns     243018
BM_slow_crc8/256                  2829 ns       2829 ns     243018
BM_slow_crc8/256                  2815 ns       2815 ns     243018
BM_slow_crc8/256                  2872 ns       2872 ns     243018
BM_slow_crc8/256_mean             2837 ns       2837 ns     243018
BM_slow_crc8/256_median           2828 ns       2828 ns     243018
BM_slow_crc8/256_stddev             22 ns         22 ns     243018
BM_slow_crc8/512                  5668 ns       5668 ns     121659
BM_slow_crc8/512                  5756 ns       5756 ns     121659
BM_slow_crc8/512                  5711 ns       5710 ns     121659
BM_slow_crc8/512                  5715 ns       5714 ns     121659
BM_slow_crc8/512                  5725 ns       5725 ns     121659
BM_slow_crc8/512                  5709 ns       5708 ns     121659
BM_slow_crc8/512                  5659 ns       5659 ns     121659
BM_slow_crc8/512                  5635 ns       5635 ns     121659
BM_slow_crc8/512                  5713 ns       5713 ns     121659
BM_slow_crc8/512                  5729 ns       5729 ns     121659
BM_slow_crc8/512_mean             5702 ns       5702 ns     121659
BM_slow_crc8/512_median           5712 ns       5712 ns     121659
BM_slow_crc8/512_stddev             37 ns         37 ns     121659
BM_slow_crc8/1024                11809 ns      11809 ns      58268
BM_slow_crc8/1024                11872 ns      11871 ns      58268
BM_slow_crc8/1024                11699 ns      11699 ns      58268
BM_slow_crc8/1024                11718 ns      11718 ns      58268
BM_slow_crc8/1024                11749 ns      11748 ns      58268
BM_slow_crc8/1024                11715 ns      11715 ns      58268
BM_slow_crc8/1024                11891 ns      11891 ns      58268
BM_slow_crc8/1024                11670 ns      11670 ns      58268
BM_slow_crc8/1024                11839 ns      11839 ns      58268
BM_slow_crc8/1024                11922 ns      11922 ns      58268
BM_slow_crc8/1024_mean           11788 ns      11788 ns      58268
BM_slow_crc8/1024_median         11779 ns      11779 ns      58268
BM_slow_crc8/1024_stddev            90 ns         90 ns      58268
BM_slow_crc8/2048                50441 ns      50438 ns      14469
BM_slow_crc8/2048                47587 ns      47585 ns      14469
BM_slow_crc8/2048                47237 ns      47236 ns      14469
BM_slow_crc8/2048                50161 ns      50160 ns      14469
BM_slow_crc8/2048                47439 ns      47439 ns      14469
BM_slow_crc8/2048                48229 ns      48227 ns      14469
BM_slow_crc8/2048                46858 ns      46858 ns      14469
BM_slow_crc8/2048                47781 ns      47780 ns      14469
BM_slow_crc8/2048                47035 ns      47034 ns      14469
BM_slow_crc8/2048                46533 ns      46532 ns      14469
BM_slow_crc8/2048_mean           47930 ns      47929 ns      14469
BM_slow_crc8/2048_median         47513 ns      47512 ns      14469
BM_slow_crc8/2048_stddev          1339 ns       1338 ns      14469
BM_slow_crc8/4096               116733 ns     116731 ns       6028
BM_slow_crc8/4096               120979 ns     120975 ns       6028
BM_slow_crc8/4096               116709 ns     116705 ns       6028
BM_slow_crc8/4096               119802 ns     119800 ns       6028
BM_slow_crc8/4096               128300 ns     128298 ns       6028
BM_slow_crc8/4096               125714 ns     125705 ns       6028
BM_slow_crc8/4096               123941 ns     123938 ns       6028
BM_slow_crc8/4096               124272 ns     124268 ns       6028
BM_slow_crc8/4096               126661 ns     126655 ns       6028
BM_slow_crc8/4096               132109 ns     131496 ns       6028
BM_slow_crc8/4096_mean          123522 ns     123457 ns       6028
BM_slow_crc8/4096_median        124106 ns     124103 ns       6028
BM_slow_crc8/4096_stddev          4997 ns       4883 ns       6028
BM_slow_crc8/8192               245800 ns     245794 ns       2853
BM_slow_crc8/8192               251595 ns     251582 ns       2853
BM_slow_crc8/8192               270577 ns     270568 ns       2853
BM_slow_crc8/8192               271943 ns     271931 ns       2853
BM_slow_crc8/8192               264670 ns     264666 ns       2853
BM_slow_crc8/8192               246250 ns     246246 ns       2853
BM_slow_crc8/8192               245268 ns     245264 ns       2853
BM_slow_crc8/8192               247631 ns     247624 ns       2853
BM_slow_crc8/8192               250273 ns     250268 ns       2853
BM_slow_crc8/8192               245092 ns     245088 ns       2853
BM_slow_crc8/8192_mean          253910 ns     253903 ns       2853
BM_slow_crc8/8192_median        248952 ns     248946 ns       2853
BM_slow_crc8/8192_stddev         10820 ns      10818 ns       2853
BM_slow_crc8/16384              536043 ns     536036 ns       1370
BM_slow_crc8/16384              566103 ns     566079 ns       1370
BM_slow_crc8/16384              550873 ns     550829 ns       1370
BM_slow_crc8/16384              537628 ns     537620 ns       1370
BM_slow_crc8/16384              533801 ns     533792 ns       1370
BM_slow_crc8/16384              534454 ns     534445 ns       1370
BM_slow_crc8/16384              532985 ns     532977 ns       1370
BM_slow_crc8/16384              535446 ns     535425 ns       1370
BM_slow_crc8/16384              548890 ns     548881 ns       1370
BM_slow_crc8/16384              536289 ns     536280 ns       1370
BM_slow_crc8/16384_mean         541251 ns     541236 ns       1370
BM_slow_crc8/16384_median       536166 ns     536158 ns       1370
BM_slow_crc8/16384_stddev        10735 ns      10728 ns       1370
BM_slow_crc8/32768             1096501 ns    1096467 ns        633
BM_slow_crc8/32768             1185922 ns    1185854 ns        633
BM_slow_crc8/32768             1122698 ns    1122656 ns        633
BM_slow_crc8/32768             1125068 ns    1125042 ns        633
BM_slow_crc8/32768             1115506 ns    1115489 ns        633
BM_slow_crc8/32768             1107041 ns    1107023 ns        633
BM_slow_crc8/32768             1116768 ns    1116749 ns        633
BM_slow_crc8/32768             1120629 ns    1120613 ns        633
BM_slow_crc8/32768             1116891 ns    1116863 ns        633
BM_slow_crc8/32768             1108656 ns    1108625 ns        633
BM_slow_crc8/32768_mean        1121568 ns    1121538 ns        633
BM_slow_crc8/32768_median      1116830 ns    1116806 ns        633
BM_slow_crc8/32768_stddev        24138 ns      24125 ns        633
BM_slow_crc8/65536             2221663 ns    2221625 ns        314
BM_slow_crc8/65536             2264481 ns    2264400 ns        314
BM_slow_crc8/65536             2243765 ns    2243687 ns        314
BM_slow_crc8/65536             2243336 ns    2243299 ns        314
BM_slow_crc8/65536             2223649 ns    2223593 ns        314
BM_slow_crc8/65536             2236662 ns    2236627 ns        314
BM_slow_crc8/65536             2236701 ns    2236543 ns        314
BM_slow_crc8/65536             2237422 ns    2237386 ns        314
BM_slow_crc8/65536             2204207 ns    2204172 ns        314
BM_slow_crc8/65536             2199570 ns    2199532 ns        314
BM_slow_crc8/65536_mean        2231146 ns    2231086 ns        314
BM_slow_crc8/65536_median      2236682 ns    2236585 ns        314
BM_slow_crc8/65536_stddev        19404 ns      19390 ns        314
BM_slow_crc8/131072            4422733 ns    4422624 ns        158
BM_slow_crc8/131072            4498900 ns    4498741 ns        158
BM_slow_crc8/131072            4410818 ns    4410743 ns        158
BM_slow_crc8/131072            4454943 ns    4454870 ns        158
BM_slow_crc8/131072            4511090 ns    4510955 ns        158
BM_slow_crc8/131072            4510601 ns    4510524 ns        158
BM_slow_crc8/131072            4517313 ns    4517230 ns        158
BM_slow_crc8/131072            4471766 ns    4471685 ns        158
BM_slow_crc8/131072            4464186 ns    4464145 ns        158
BM_slow_crc8/131072            4504075 ns    4503985 ns        158
BM_slow_crc8/131072_mean       4476643 ns    4476550 ns        158
BM_slow_crc8/131072_median     4485333 ns    4485213 ns        158
BM_slow_crc8/131072_stddev       38197 ns      38187 ns        158
BM_slow_crc8/262144            8979010 ns    8978687 ns         78
BM_slow_crc8/262144            9037144 ns    9036969 ns         78
BM_slow_crc8/262144            8943657 ns    8943316 ns         78
BM_slow_crc8/262144            9337335 ns    9337160 ns         78
BM_slow_crc8/262144            9058479 ns    9058344 ns         78
BM_slow_crc8/262144            9004904 ns    9004740 ns         78
BM_slow_crc8/262144            8964634 ns    8964431 ns         78
BM_slow_crc8/262144            9075391 ns    9075240 ns         78
BM_slow_crc8/262144            9037713 ns    9037547 ns         78
BM_slow_crc8/262144            8937823 ns    8937590 ns         78
BM_slow_crc8/262144_mean       9037609 ns    9037402 ns         78
BM_slow_crc8/262144_median     9021024 ns    9020854 ns         78
BM_slow_crc8/262144_stddev      115620 ns     115652 ns         78
BM_slow_crc8_BigO                34.38 N      34.38 N 
BM_slow_crc8_RMS                     3 %          3 % 
BM_fast_crc32/8                     44 ns         44 ns   15743752
BM_fast_crc32/8                     44 ns         44 ns   15743752
BM_fast_crc32/8                     43 ns         43 ns   15743752
BM_fast_crc32/8                     43 ns         43 ns   15743752
BM_fast_crc32/8                     43 ns         43 ns   15743752
BM_fast_crc32/8                     44 ns         44 ns   15743752
BM_fast_crc32/8                     47 ns         47 ns   15743752
BM_fast_crc32/8                     44 ns         44 ns   15743752
BM_fast_crc32/8                     44 ns         44 ns   15743752
BM_fast_crc32/8                     45 ns         45 ns   15743752
BM_fast_crc32/8_mean                44 ns         44 ns   15743752
BM_fast_crc32/8_median              44 ns         44 ns   15743752
BM_fast_crc32/8_stddev               1 ns          1 ns   15743752
BM_fast_crc32/16                    80 ns         80 ns    8727272
BM_fast_crc32/16                    83 ns         83 ns    8727272
BM_fast_crc32/16                    82 ns         82 ns    8727272
BM_fast_crc32/16                    79 ns         79 ns    8727272
BM_fast_crc32/16                    81 ns         81 ns    8727272
BM_fast_crc32/16                    79 ns         79 ns    8727272
BM_fast_crc32/16                    79 ns         79 ns    8727272
BM_fast_crc32/16                    81 ns         81 ns    8727272
BM_fast_crc32/16                    80 ns         80 ns    8727272
BM_fast_crc32/16                    80 ns         80 ns    8727272
BM_fast_crc32/16_mean               80 ns         80 ns    8727272
BM_fast_crc32/16_median             80 ns         80 ns    8727272
BM_fast_crc32/16_stddev              1 ns          1 ns    8727272
BM_fast_crc32/32                   152 ns        152 ns    4631141
